comment,contentposprob,contentnegprob,contentconfi,contentsenti
"('建议孩子家里直接告学校涉嫌贩卖人口以及人体器官买卖看孩子母亲微博说学校提供不了孩子死亡时的监控也没有见到尸体到手就是一坛骨灰谁知道里面是不是那个孩子就告这一条让他们拿出证据证明孩子死了',)",0.000397529,0.999602,0.999117,0
"('现在种种给我感觉就是问题没有热搜都不配被关注',)",0.052685,0.947315,0.882922,0
"('孩子意外去世母亲竟然见不了孩子最后一面太难受了昨天还是母亲节',)",0.00479176,0.995208,0.989352,0
"('学校在心虚啥呢在隐瞒什么掩护什么搞这么大阵仗不通过家长直接火化是校长推下去的吗?',)",0.000744425,0.999256,0.998346,0
"('冷知识不要觉得现在学生跳楼事件算多实际上有更多你看到的只是能看到的有许多事件并没有演变成舆论',)",0.0180867,0.981913,0.959807,0
"('特色处理方式遇事就先压舆论躲责任',)",0.0174921,0.982508,0.961129,0
"('监控呢为何九点才通知家属希望早点查清楚一路走好',)",0.00788584,0.992114,0.982476,0
"('真心希望有一个人能帮这位家长梳理一下事情的时间线也许真能找到蛛丝马迹',)",0.265023,0.734977,0.41106,0
"('就等着给老子死一失足成千古恨管你以前多少荣誉现在你们这个做法就是引起公愤不提供真相阻止一个母亲去见自己死去的儿子你们这些涉事人员就没有自己的子女吗等着你们教育局学校相关领导被问责一定会等待后续不死难泄大家的怒火给老子死',)",1.88535e-06,0.999998,0.999996,0
"('这么多年了对法治建设越来越没信心',)",0.0065023,0.993498,0.985551,0
"('监控刚好没有那一段你说神奇不',)",0.220926,0.779074,0.509053,0
"('肯定有鬼也可能是某个领导家的孩子相互推搡',)",0.0026181,0.997382,0.994182,0
"('希望能查清真相给家长交代公安机关辛苦了',)",0.0464201,0.95358,0.896844,0
"('严格追查事故真相给学生家长一个交代',)",0.0108131,0.989187,0.975971,0
"('一分钟来刷一遍生怕热度下去',)",0.0724897,0.92751,0.838912,0
"('真的但是有时候确实不得不佩服学校的公关工作我说的是学校是所有学校不是单指小初高甚至是大学高校是所有我们学校之前在一栋楼前被拉起了警戒线还有警察有同学去周围拍照都被警察叫过去盯着删了照片全程也就一小时左右后面警察带老师们全都无影无踪',)",0.00223221,0.997768,0.99504,0
"('1840发生的事情21点才由警方告知家长不是应该除了抢救学生以外第一时间联系家长吗这段时间里干了些什么擦除一些不能为人知的痕迹吗',)",0.000476833,0.999523,0.99894,0
"('是自己轻生跳楼还是咋纳闷为什么不给看监控他妈妈应该是有权利看监控的吧',)",0.00321692,0.996783,0.992851,0
"('惠州某综合高中也是2020年临进高考半夜跳楼家长在校门口拿着孩子的照片跪地痛哭学校视而不见',)",0.633472,0.366528,0.185494,2
"('阿爸妈妈得多伤心看都不给看唉',)",0.00298837,0.997012,0.993359,0
"('一个公立学校这样傲慢的处事态度是对生命的漠视文中看到了一位普通母亲的无助深深的无力感',)",0.00159135,0.998409,0.996464,0
"('每次都这样欲盖弥彰心虚本来可能没什么事最后搞得大家都不相信',)",0.000895456,0.999104,0.99801,0
"('求真求实至善至美8个大字它码讽刺',)",0.0804827,0.919517,0.82115,0
"('天有了孩子以后看这种新闻觉得心理都有负担了让以后怎么相信学校',)",0.0187457,0.981254,0.958343,0
"('为什么不提供监控为什么拒绝家长进入',)",0.00816099,0.991839,0.981865,0
"('我们坐等一个真相请媒体一定要跟进',)",0.0826792,0.917321,0.816268,0
"('这算什么回应',)",0.00158139,0.998419,0.996486,0
"('没有经过同意直接把学校拉去殡仪馆就离谱',)",0.000279663,0.99972,0.999379,0
"('为什么当天不看监控阻止家长你特喵的就是有问题',)",0.00240567,0.997594,0.994654,0
"('挺有克制力的家长换作是我学校这门我肯定是要进去的',)",0.971929,0.0280707,0.937621,2
"('祝这学校校长半夜鬼敲门',)",0.255837,0.744163,0.431473,0
"('学校跟黑社会没啥区别',)",0.0386374,0.961363,0.914139,0
"('为什么离医院3公里路程救护车跑了2小时',)",0.0280605,0.97194,0.937643,0
"('公安机关调查是一回事孩子是在学校没的学校有必要第一时间通知家长告知缘由吧学校各种欲盖弥彰的行为让人很难不怀疑',)",0.000232463,0.999768,0.999484,0
"('不管怎么样学校都逃不脱责任的如果是意外就是学校管理问题是自杀就是学校教育问题是他杀的话也是学校安保工作的问题怎么都逃不掉为什么不认真面对呢',)",0.00225773,0.997742,0.994983,0
"('终于有媒体发声了一定要给这位母亲一个公道母亲节的巨大打击啊太心痛了',)",0.711679,0.288321,0.359286,2
"('笑死监控视频刚好没那段时间的相关人员都没有孩子吗真有趣想诅咒',)",0.000889486,0.999111,0.998023,0
"('请还家长一个公道还孩子一个公道还生命一个公道还人性一个公道',)",0.910735,0.0892648,0.801634,2
"('什么原因坠落是失足还是学生打闹监控呢',)",0.00966737,0.990333,0.978517,0
"('娜诺又该开学了吧',)",0.659164,0.340836,0.242586,2
"('最为关键是这事情不是个例不是一次两次了几乎每次学校发生类似的事情第一时间都选择瞒着遮掩寻找应对之策内部威胁封口然后才去处理事情归根结底呀领导们的政绩和利益最重要',)",0.000734358,0.999266,0.998368,0
"('关注扩散还反了他们了',)",0.0604107,0.939589,0.865754,0
"('第一次看做贼心虚虚的这么明显的',)",0.00677278,0.993227,0.984949,0
"('6点40到8点30救护车是从重庆开来成都吗',)",0.353917,0.646083,0.213517,0
"('这不是尊重不尊重的问题了违法了啊',)",7.31027e-05,0.999927,0.999837,0
"('好可怕感觉孩子在学校的生命安全和家长的最基本知情权都没得到保障',)",0.00161532,0.998385,0.99641,0
"('成都学校黑暗势力太强大了镇压的无比厉害成都发布人民网人民日报共青团中央共青团中央共青团中央青年都被弄死了赶紧出来曝光下',)",0.181576,0.818424,0.596498,0
"('1840坠落的救护车到都2030了怎么能说学校立即拨打120呢',)",0.113478,0.886522,0.747826,0
"('所以为啥不让父母进学校不让看监控学校干啥了这么心虚人家养大的儿子就这么没了不给父母一个交代',)",0.000710605,0.999289,0.998421,0
"('学校啥时候有签字火化遗体的权利了我真的惊呆了',)",0.621214,0.378787,0.158252,2
"('母亲们大家顶上去我们都要保护我们的孩子',)",0.990647,0.00935266,0.979216,2
"('真的就是现在发生事情只能通过媒体上热搜来维权了吗',)",0.00233914,0.997661,0.994802,0
"('凭什么凭什么不让看遗体凭什么不让查监控替这个妈妈心痛校方一定要给个说法不能让学校成为封闭的小社会',)",0.00023796,0.999762,0.999471,0
"('校长不配做教育工作者',)",0.00587029,0.99413,0.986955,0
"('中国有句古话叫“活要见人死要见尸”',)",0.000708544,0.999291,0.998425,0
"('总结一下全是废话',)",0.00597722,0.994023,0.986717,0
"('求真求实至善至美8个大字真它码的讽刺',)",0.066921,0.933079,0.851287,0
"('他的同学一定要出来发声不要害怕我们相信这个社会是正义的',)",0.973587,0.0264134,0.941304,2
"('为什么不让家长见孩子为什么不让家长调监控',)",0.000681929,0.999318,0.998485,0
"('49中的父母难道不应该团结起来吗今天是人家的孩子出事你们袖手旁观下次轮到你自己家的孩子出事那你们怎么想呢',)",0.000228338,0.999772,0.999492,0
"('不让家长见那就身上肯定有什么痕迹吧不然如果是自己失足摔下学校有啥隐瞒的',)",0.00886792,0.991132,0.980294,0
"('1840出事家长晚上九点才通知',)",0.00825515,0.991745,0.981655,0
"('现任成都49中校长还是唐文勇吗出来发声啊非得点名落实个人责任吗',)",0.0136119,0.986388,0.969751,0
"('是立即拨打120然后两小时以后120来了监控不让看不让家长见孩子为什么第一时间不想着如何解决问题安慰家长是在连夜开会商量如何逃避吗',)",0.00063572,0.999364,0.998587,0
"('就缺了那一段监控肯定有事校方不敢让人知道',)",0.00732557,0.992674,0.983721,0
"('这边建议请广大适龄的孩子不要报考了哈',)",0.0901948,0.909805,0.799567,0
"('这种学校也配教书育人阿',)",0.937198,0.0628017,0.860441,2
"('成都四十九中回应学生在校高坠离世一条生命不论什么原因学校都不应该凌驾于父母之上及时公开才是失去孩子的母亲所需要的特别是在昨天那种日子里真讽刺恐惧揣测来自于未知',)",0.145838,0.854162,0.675915,0
"('为什么不经过家属就直接火化了学生在校身亡大多除了意外就是校园暴力这两项哪个是不能大大方方讲出来的还至于要删除监控又拒绝家长入校你们到底把孩子怎么了',)",8.56201e-05,0.999914,0.99981,0
"('不是吃瓜希望学校能给大众一个说法',)",0.0710405,0.92896,0.842132,0
"('赶紧还家属一个公道',)",0.906506,0.0934935,0.792237,2
"('谁知道真相而沉默不语下一个会轮到ta的而别人也会学ta沉默不语的当然那个他也会去找ta的这位母亲在母亲节失去儿子还得不到真相真是够悲惨悲哀的',)",0.225332,0.774668,0.499262,0
"('需要学校和警方合理的解释为什么监控就缺那一段据说是尸体已经火化为什么家长还没有同意就火化尸体啊到底是不是这样的',)",0.000484184,0.999516,0.998924,0
"('居然有人还在压热搜',)",0.0118809,0.988119,0.973598,0
"('17岁的孩子别让他枉死在今世好吗',)",0.0872898,0.91271,0.806023,0
"('事发监控缺失学校校长应该负全责校长享受着作为校长带来的权势同样出现问题时刻意隐瞒找不出替罪羊时候校长就应该被枪毙',)",0.000245762,0.999754,0.999454,0
"('这算什么回应你家孩子没了告诉你一声',)",0.000517847,0.999482,0.998849,0
"('监控如果坏了就是校长杀的',)",0.00669046,0.993309,0.985132,0
"('我想起来初中时被班级男同学欺负一群人在学校教室门口走廊上把我抱起我差点就滑到围栏外面掉到楼下是我那些男同学用力把我拖住我才没掉到楼下面',)",0.0181406,0.981859,0.959688,0
"('我杀人了成都四十九写脸上了',)",0.0120601,0.98794,0.9732,0
"('我们这学校经常死学生但是都被压下来了',)",0.0038603,0.99614,0.991422,0
"('学校有的是孩子啊不像你',)",0.930182,0.0698179,0.844849,2
"('垃圾学校',)",4.58021e-05,0.999954,0.999898,0
"('这特么叫什么回应垃圾',)",8.55885e-06,0.999991,0.999981,0
"('救护车这么慢是校长扛着救护车到学校的吧',)",0.00320521,0.996795,0.992877,0
"('垃圾学校',)",4.58021e-05,0.999954,0.999898,0
"('学校为什么隔了那么久才通知家长',)",0.0408674,0.959133,0.909183,0
"('学校甩锅',)",0.987056,0.0129444,0.971235,2
"('你倒是正面回应不让家长进学校不让家长看监控啊',)",0.00172252,0.998277,0.996172,0
"('监控设施能不能立法统一管理啊',)",0.0254687,0.974531,0.943403,0
"('无良无德的学校',)",0.000623985,0.999376,0.998613,0
"('成都大学成都七中一个你来了就不想走的城市',)",0.518904,0.481096,0.62192,1
"('四十九中监控坏了',)",0.020227,0.979773,0.955051,0
"('希望班里的学生能够匿名说一下事情的真相',)",0.0301761,0.969824,0.932942,0
"('知行楼是学校办公楼怪不得啊',)",0.761657,0.238343,0.470349,2
"('报警之后难道事发时间的监控不应该被警察封存吗',)",0.000305678,0.999694,0.999321,0
"('校园监控视频不属于天眼系统监控吗',)",0.048412,0.951588,0.892418,0
"('求真求实至善至美',)",0.892673,0.107327,0.761495,2
"('学校那么冷漠的吗连安排人安抚也没有直接拒之门外',)",0.000584828,0.999415,0.9987,0
"('可怕又离谱所以监控到底用来干嘛的',)",4.06461e-05,0.999959,0.99991,0
"('热度快点上去啊照这样再过一会儿就没了真是无语现在热一热二真他妈搞笑',)",0.00037004,0.99963,0.999178,0
"('等待后续',)",0.960882,0.0391184,0.91307,2
"('一条年轻的生命就这么一条冰冷的声明吗',)",0.00805653,0.991943,0.982097,0
"('学校不能成为法外之地学校的责任应当承担起来',)",0.0683596,0.93164,0.84809,0
"('啧',)",0.122332,0.877668,0.728152,0
"('这回应的是个啥',)",0.000533872,0.999466,0.998814,0
"('太狗了应该严查还家长一个真相',)",2.09298e-05,0.999979,0.999954,0
"('但学校拒绝家长进入学校并不提供监控等信息四十九中这是啥子意思',)",0.0097992,0.990201,0.978224,0
"('学校说的是人话吗孩子在校死了就应该给人家家长一个客观真实地交代',)",0.0013247,0.998675,0.997056,0
"('这个回应难道还不敷衍吗',)",0.000107623,0.999892,0.999761,0
"('现在很多学校都是这样出了问题不是想着怎么解决问题而是遮遮掩掩不提供有利信息不配合家长调查原因不让家长进校门凭什么谁给了学校这个权利希望有关部门能整顿下这风气',)",9.47852e-05,0.999905,0.999789,0
"('所以报是没用的不如发微博',)",0.023867,0.976133,0.946962,0
