,评论内容
293,赶紧还家属一个公道！！！！
294,谁知道真相而沉默不语，下一个会轮到ta的，而别人也会学ta沉默不语的。当然那个他也会去找ta的，这位母亲在母亲节失去儿子还得不到真相真是够悲惨悲哀的！
295,需要学校和警方合理的解释，为什么监控就缺那一段，据说是尸体已经火化，为什么家长还没有同意就火化尸体啊！到底是不是这样的。
296,居然有人还在压热搜
297,17岁的孩子别让他枉死在今世好吗
298,事发监控缺失，学校校长应该负全责，校长享受着作为校长带来的权势，同样出现问题时，刻意隐瞒，找不出替罪羊时候，校长就应该被枪毙
299,这算什么回应？你家孩子没了，告诉你一声。
300,监控如果坏了，就是校长杀的
301,我想起来初中时被班级男同学欺负，一群人在学校教室门口走廊上把我抱起，我差点就滑到围栏外面，掉到楼下，是我那些男同学用力把我拖住我才没掉到楼下面。
302,我杀人了 成都四十九写脸上了
303,我们这学校经常死学生但是都被压下来了
304,学校有的是孩子啊，不像你
305,垃圾学校
306,这特么叫什么回应，垃圾
307,救护车这么慢，是校长扛着救护车到学校的吧？
308,垃圾学校
309,学校为什么隔了那么久才通知家长！？！
310,学校甩锅
311,你倒是正面回应不让家长进学校不让家长看监控啊
312,监控设施能不能立法统一管理啊
313,无良无德的学校
314,成都大学，成都七中，一个你来了就不想走的城市
315,四十九中：监控坏了
316,希望班里的学生能够匿名说一下事情的真相
317,知行楼是学校办公楼。。。怪不得啊
318,报警之后难道事发时间的监控不应该被警察封存吗？
319,校园监控视频不属于天眼系统监控吗。。。。
320,求  真  求  实，至  善  至  美
321,学校那么冷漠的吗？连安排人安抚也没有，直接拒之门外？？？
322,可怕又离谱，所以监控到底用来干嘛的？
323,热度快点上去啊，照这样再过一会儿就没了，真是无语，现在热一热二真他妈搞笑
324,等待后续！
325,一条年轻的生命，就这么一条冰冷的声明吗？
326,学校不能成为法外之地。学校的责任应当承担起来！
327,啧
328,这回应的是个啥！！
329,太狗了，应该严查！！！还家长一个真相
330,但学校拒绝家长进入学校并不提供监控等信息，四十九中，这是啥子意思？！
331,学校说的是人话吗？！孩子在校死了，就应该给人家家长一个客观真实地交代！
332,这个回应难道还不敷衍吗？
333,现在很多学校都是这样，出了问题不是想着怎么解决问题，而是遮遮掩掩，不提供有利信息，不配合家长调查原因，不让家长进校门，凭什么，谁给了学校这个权利，希望有关部门能整顿下这风气
334,所以，报……是没用的，不如发微博？
335,冷静等个调查结果，那些“火化了。。”恶意节奏带的飞起的我真的怀疑你真的关心事实还是你就想煽风点火看热闹不嫌事大
336,好样的
337,真无语 渣浪一直降热度
338,不让家长看最后一眼这是什么操作，有人性吗！
339,最近坠楼案太多了。
340,学校并非法外之地。此事对地方教育形象产生恶劣影响。建议免职校长，检察机关、公安机关、纪检机关联合介入调查。
341,热一被冲下去了，渣浪他妈的怎么不s娃啊？
342,以后学生出事但学校没录像的 就当作学校杀的人算了
343,你们根本不知道49中在这个区域是个什么货色
344,还是没有说清楚为什么啊，又是一个回应寂寞的
345,我们国家现在没经过家属同意，不清楚死亡原因的情况下，也没有死亡证明的情况下，是可以随便火化的吗？
346,一定不要让这件事掉出热搜榜 新浪你但凡还有点良知就不要撤这个热搜
347,大胆假设 这事牵扯到有背景有人脉的人了吗？
348,想了解事情真相都这么难？人命这么不值钱？？是，有钱有权的人是高贵小老百姓就是命贱
349,这样的“言传身教”，中国青年如何摆得脱冷气？  威胁逼迫知情人闭嘴，最后变得人人顾小家，事事当看客。  上堵，堵不了悠悠众口，下禁，禁不了民之积怨。
350,我晚上念经眼睛里都含着泪水，这地狱人间，人间地狱
351,那些所谓有正义感的明星呢，怎么不见来转发一下嘛
352,学校真的是高高在上啊，自己的孩子怎么就不能看了。监控也不给看吗。还有人权吗！还有王法吗！就问朗朗乾坤，还有国法王法吗！
353,每一次学校里出事，学校总是拼命的把事情压下去，这样的事情不断上演，这样的校领导应该坐牢！妨碍司法公正！
354,校方使权，上报公检法
355,大成都威武霸气
356,申请公开合法处置
357,晚上18.40……这个晚课能不能取消了……上的一点意义没有！
358,全国人民都来看看这个破学校是怎么不顾一切的毁灭证据的，谁以后还敢让孩子去这个学校？
359,终于有大媒体关注了，真是哭死我了！！请大家帮帮刚刚失去儿子的无助父母吧！！！
360,评论加热度这个学校biss
361,果真这世界就不存在正义，如果有，也被你们那些只手遮天恶贯满盈的人所毁灭的
362,我们一起关注，希望热搜不掉，等真相
363,要求公道
364,校方凌驾于法律之上，擅自处理尸体，擅自毁灭证据
365,学校把事发那段时间的录像搞没了，根本看不了，建议从这方面入手，现在的技术不是可以恢复被删掉的录像吗？让专业人士来检查一下就知道了，究竟是被恶意剪辑掉还是设备故障
366,我一定要守一下这个事情的结果，因为我也有孩子。如果今天中国的光不能普照到人民群众身上，那将是比没有控制住新冠和被外敌亡国灭种还要可怕的事情，因为孩子是所有人的希望和未来，没有了希望就没有了未来，也就没有了一切。
367,1.监控丢失，无论什么原因都无法接受！ 2.遗体不让看，于情于理都说不过去！ 3.遗体如果不在学校，不让家长进学校可能是考虑到对校内学生和教学秩序的影响。 4.目前为止除了学校的简短声明，信息都是从家长微博来的，希望公安机关尽快给出官方通报，平息猜疑。 5.非常同情家长此时的心情，希望节哀。
368,监控坏得恰到好处
369,要是发生在校长孩子身上那又是另一个故事了。
370,就没有一个人!哪怕一个人！能说出真相？学校为什么不敢直面教育问题？媒体为什么不敢承担发声责任？我还要问警方这还有没有法度可言了？人人都有母亲，哪怕稍微换位思考一下，谁能忍心让这样一位刚失去孩子的母亲承受不能见到孩子的悲剧！你们这样对待她就是在对待未来的自己，未来的妻子女儿父母！
371,这件事人家母亲着实没必要诽谤学校啊，大概率就是学校的做事方式太过分了，毕竟人命啊，这都能糊弄过去那学校还能当摇篮吗？还教唆未成年人捂嘴，不可思议。。。。
372,终于有大媒体发声了
373,致敬参考消息，终于给官媒长脸了
374,不妄下判断，但是确实有疑问处不少，等结果！！
375,先不说真相如何，但是这个学校的态度可真牛逼
376,未知全貌，不予置评。希望能查清楚事情，让学生和家长别白白等待。
377,终于有官媒发声了
378,很气愤，打了很多字但有点过激，又删了！还是想要相信自己的国家，政府！现在就想跟这位妈妈一起等一个真相！学校如此敷衍拒绝傲慢的处理方式令人震惊！
379,希望父母能得到一个公平公正的答案🙏🙏🙏
380,首先他是一个母亲要去爱一生的孩子，然后才是学校的学生，在母亲节不能尽最大程度去理解一个母亲，学校，你都做了些什么？！
381,理性地等待事实、真相的网友越来越多了，正能量！  逝者安息，也给妈妈一个交待，抚慰其心。
382,咱们网友该批的批，该吐槽的吐槽，监督是必须的。但要理性对待，不受不明谣言煽动，谨防被“人”利用！
383,你终于发声了，顶！
384,顶上去！！！
385,法治社会一定要依法处理
386,这个事件已经不是学校可以单方面应对的了。警方已经介入，请等待警方调查结果好吗？
387,谢谢官媒发声！
388,终于有官媒发声了🙏
389,终于有正能量站出来了
390,学校不正面回应大家的疑问，会让大家情绪爆发的得更厉害。
391,人命关天，唯求真相
392,上去上去上去
393,到现在为止，不止那个妈妈需要真相，大众也需要，因为我有的时候有权了解为什么
394,坐等结果
395,#成都四十九中回应学生在校高坠离世#  🙏🙏🙏希望每个人都能努力去守住身边每一个孩子心里的光！他们是这个国家的未来！
396,莫让守法维权者变成不愿看到的样子！
397,等待一个结果
398,务必要实事求是
399,等结果
400,不是，现在谁都有权发蓝底白字的公告的么？这不是警方专用的图片格式么？
401,彻查！
402,据说还自行把尸体火化了  朱朝阳直呼内行
403,建议学校监控和公安联网备份
404,为什么这里热度这么少
405,转发微博
406,法治社会发生这种事真的太离谱了
