PM2.5(微克每立方米),PM10(微克每立方米),SO2(微克每立方米),NO2(微克每立方米),CO(毫克每立方米),O3(微克每立方米),U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lat,lon, 
32.51,72.2,20.63,9.99,0.71,64.41,3.12,-6.2,278.74,43.09,86761.78,37.36,112.94, 
34.95,73.45,19.61,9.58,0.63,62.82,3.44,-6.89,277.6,45.33,85483.01,37.35,113.11, 
34.62,71.53,20.81,9.77,0.56,66.03,3.75,-6.37,277.34,44.43,85096.78,37.34,113.28, 
37.03,79.23,24.02,11.32,0.55,64.9,4.17,-6.82,277.49,43.27,85312.57,37.33,113.45, 
39.76,87.41,27.46,12.95,0.55,63.64,5.83,-7.52,277.4,43.39,85397.44,37.32,113.62, 
41.27,90.72,29.11,13.95,0.55,63.5,7.58,-8.56,278.71,41.13,87025.45,37.31,113.79, 
43.47,97.03,32.54,16.22,0.56,62.27,5.98,-8.99,282.23,34.96,91207.37,37.3,113.96, 
53.93,121.97,38.07,21.84,0.64,59.42,2.28,-7.55,285.14,33.21,95389.02,37.29,114.13, 
99.67,221.29,62.94,41.9,0.98,51.19,0.48,-6.33,286.67,35.85,98666.83,37.28,114.3, 
131.79,291.42,76.49,50.77,1.26,48.95,0.45,-5.64,287.35,38.82,100690.66,37.26,114.47, 
152.55,337.69,80.37,52.4,1.51,49.35,0.8,-4.95,287.31,40.88,101269.53,37.25,114.64, 
153.64,332.75,72.52,46.57,1.54,52.06,1.28,-4.33,287.24,41.39,101401.8,37.24,114.81, 
148.48,314.06,65.8,42.77,1.54,54.57,1.67,-3.64,287.16,41.86,101433.38,37.23,114.98, 
139.03,288.56,58.22,38.43,1.51,57.13,2.03,-3.34,287.04,41.84,101424.91,37.21,115.15, 
128.58,264.57,51.95,34.52,1.46,60.02,2.48,-3.29,286.92,41.4,101384.32,37.2,115.32, 
122.61,253.93,48.8,32.27,1.46,63.08,2.87,-3.04,286.78,41.2,101320.25,37.19,115.49, 
117.93,241.68,46.78,30.72,1.46,65.74,3.19,-2.84,286.68,40.96,101270.8,37.17,115.66, 
110.84,220.4,44.2,28.5,1.43,68.36,3.42,-2.43,286.6,41.18,101309.39,37.16,115.83, 
104.4,202.22,44,27.55,1.39,70.94,3.47,-1.96,286.64,41.14,101412.08,37.15,116, 
100.12,191.56,44.38,26.84,1.38,72.56,3.53,-1.64,286.59,41.6,101463.84,37.13,116.17, 
95.61,182.61,42.9,25.16,1.36,74.05,3.78,-0.97,286.43,43,101490.72,37.12,116.33, 
89.66,171.18,40.33,22.95,1.31,75.75,4.1,-0.45,286.31,44.03,101526.21,37.1,116.5, 
85.8,165.56,39.72,21.95,1.27,77.05,4.41,-0.09,286.2,44.73,101535.45,37.09,116.67, 
84.97,166.38,42.42,22.74,1.26,77.77,4.75,0.41,286.03,45.59,101545.38,37.07,116.84, 
83.38,164.18,42.27,22.58,1.25,78.59,5.2,0.78,285.92,46.03,101528.16,37.06,117.01, 
82.17,162.35,41.5,22.51,1.22,78.34,5.43,0.5,285.9,46.05,101484.5,37.04,117.18, 
82.29,159.59,39.28,21.76,1.18,78.2,5.31,0.55,285.97,46.38,101533.65,37.03,117.35, 
83.28,159.43,38.42,21.67,1.15,77.88,5.46,1.33,285.77,47.92,101480.7,37.01,117.52, 
85.21,163.98,41.62,23.32,1.12,77.66,5.74,1.68,285.67,48.44,101398.24,37,117.69, 
87.54,171.88,47.13,26.05,1.11,75.36,5.34,1.13,285.71,48.36,101504.09,36.98,117.85, 
89.65,176.39,54.62,28.75,1.09,71.91,5.01,1.06,285.45,49.5,101405.5,36.96,118.02, 
90.42,175.48,55.28,29.7,1.05,67.27,5.14,1.09,285.22,50.24,101248.75,36.95,118.19, 
88.7,165.63,51.06,29.64,0.99,61.78,4.41,-0.05,285.13,50.68,101284.72,36.93,118.36, 
84,142.12,43.94,27.52,0.89,57.99,3.22,0.58,284.56,53.33,101298.54,36.91,118.53, 
77.46,117.49,36.99,24.4,0.79,55.76,3.01,1.98,283.81,56.47,101301.62,36.9,118.7, 
71.6,95.26,31.85,23.55,0.68,52.56,3.02,2.25,283.37,58.3,101316.28,36.88,118.87, 
68.74,88.23,31.19,24.25,0.62,49.27,2.47,2.95,282.71,61.75,101316.76,36.86,119.03, 
66.75,84.81,31.27,25.67,0.59,47.62,1.9,3.11,281.98,65.9,101287.12,36.84,119.2, 
64.48,82.92,28.13,24.92,0.58,50.94,1.35,3.37,281.33,69.36,101343.25,36.82,119.37, 
61.61,80.67,25.69,23.68,0.57,55.91,0.79,3.9,280.97,71.38,101539.82,36.81,119.54, 
57.73,76.07,23.37,22.07,0.56,60.54,0.27,4.17,280.63,73.28,101525.88,36.79,119.71, 
54.82,74.93,24.51,23.37,0.57,62.91,0.12,4.45,280.14,76.9,101261.06,36.77,119.87, 
52.6,74.27,24.12,23.42,0.57,65.68,0.4,4.71,279.91,79.2,101151.3,36.75,120.04, 
51.63,77.85,27.01,25.94,0.6,68.11,0.55,5.47,279.95,81.14,101218.33,36.73,120.21, 
52.02,87.69,33.87,30.04,0.65,70.98,0.67,5.7,279.98,81.55,101178.09,36.71,120.38, 
49.77,85.51,32.04,29.13,0.64,72.05,0.81,5.82,279.98,80.91,101185.3,36.69,120.54, 
40.31,60.62,17.39,17.54,0.48,72.06,0.42,5.83,280.2,82.2,101346.07,36.67,120.71, 
2.8,2.93,0.35,0.78,0.12,94.6,2.14,1.85,256.56,76.85,52066.2,35,78.25, 
2.76,2.89,0.34,0.7,0.12,94.63,5.33,2.06,255.09,80.33,50615.46,35.03,78.41, 
2.74,2.86,0.34,0.66,0.12,94.06,7.22,1.19,255.39,77.1,50853.21,35.06,78.57, 
2.71,2.83,0.32,0.63,0.12,93.49,6.94,0.69,254.89,78.17,50739.75,35.1,78.73, 
2.67,2.8,0.31,0.58,0.12,93.1,8.21,1.41,254.15,79.8,49831.51,35.13,78.89, 
2.67,2.79,0.31,0.55,0.12,93.17,10.39,1.4,256.59,65.4,51000.09,35.16,79.05, 
2.69,2.81,0.31,0.57,0.12,91.81,9.23,0.44,259.91,53.33,53419.93,35.2,79.21, 
2.86,2.99,0.32,0.64,0.12,90.19,5.62,0.1,259.69,57.28,54638.71,35.23,79.37, 
3.11,3.26,0.36,0.78,0.13,90.35,2.66,0.44,259.13,66.33,55707.27,35.26,79.54, 
3.1,3.26,0.35,0.72,0.13,92.54,0.82,-0.06,259.6,67.03,56110.65,35.29,79.7, 
2.98,3.14,0.31,0.55,0.12,92.02,0.19,-2.3,259.68,67.52,55356.13,35.33,79.86, 
3,3.15,0.31,0.5,0.12,90.94,1.15,-1.7,258.4,70.78,53993.19,35.36,80.02, 
2.9,3.05,0.3,0.45,0.12,91.65,1.92,-0.39,257.14,75.94,52575.22,35.39,80.18, 
2.71,2.85,0.28,0.39,0.12,91.96,2.33,1.53,255.54,80.27,50815.26,35.42,80.35, 
2.52,2.65,0.27,0.33,0.12,91.26,4.51,3.3,253.74,83.29,48774.39,35.45,80.51, 
2.41,2.53,0.26,0.3,0.12,89.88,8.07,3.54,252.69,81.79,47402.95,35.48,80.67, 
2.33,2.44,0.26,0.28,0.12,89.58,10.71,3.23,254.58,68.83,48253.35,35.51,80.83, 
2.27,2.39,0.25,0.27,0.12,88.55,10.66,3.24,258.8,51.64,51244.61,35.54,81, 
2.23,2.34,0.25,0.27,0.12,87.32,9.38,2.6,260.55,47.17,52815.57,35.57,81.16, 
2.2,2.31,0.24,0.26,0.12,88.24,8.86,1.87,260.88,46.89,53147.78,35.6,81.32, 
2.18,2.29,0.23,0.26,0.12,88.25,8.04,1.47,262.45,44.17,54447.89,35.63,81.48, 
2.2,2.31,0.24,0.25,0.12,86.81,6.76,1.64,262.35,46.95,54724.42,35.66,81.65, 
2.19,2.3,0.22,0.23,0.12,88.47,7.01,1.68,260.65,54.35,53297.89,35.69,81.81, 
2.18,2.29,0.22,0.22,0.12,88.98,7.57,1.78,260.52,56.21,53087.25,35.72,81.97, 
2.19,2.3,0.22,0.21,0.12,87.37,6.91,3.38,261,56.38,53499,35.75,82.14, 
2.2,2.31,0.22,0.2,0.12,86.54,6.81,3.35,260.71,58.21,52923.78,35.78,82.3, 
2.2,2.31,0.21,0.19,0.12,86.03,7.04,1.38,260.96,59.16,52923.52,35.81,82.47, 
2.24,2.35,0.21,0.19,0.12,85.52,6.23,0.36,261.09,60.87,53268.72,35.84,82.63, 
2.34,2.44,0.2,0.18,0.12,87.65,5.19,0.57,261.48,59.87,53711.08,35.87,82.79, 
2.37,2.48,0.2,0.18,0.12,86.58,4.12,0.96,261.39,62.32,54247.34,35.89,82.96, 
2.42,2.52,0.19,0.17,0.12,88.24,2.99,1.11,261.09,64.01,54042.52,35.92,83.12, 
2.5,2.6,0.18,0.16,0.12,88.88,2.58,0.8,260.67,65.25,53479.8,35.95,83.29, 
2.5,2.59,0.17,0.15,0.12,89.3,2.68,0.83,260.85,62.62,53335.78,35.98,83.45, 
2.47,2.56,0.16,0.15,0.12,90.36,2.4,1.06,261.53,56.95,53758.83,36,83.61, 
2.41,2.49,0.16,0.14,0.12,91.33,2.13,1.43,261.81,53.14,53727.16,36.03,83.78, 
2.38,2.47,0.15,0.14,0.12,92.41,2.78,1.25,262.14,48.85,53567.83,36.06,83.94, 
2.43,2.51,0.15,0.14,0.12,93.27,3.45,0.69,263.07,42.47,54124.48,36.08,84.11, 
2.32,2.4,0.15,0.13,0.12,93.74,3.29,0.56,263.82,39.35,54662.81,36.11,84.27, 
2.15,2.23,0.14,0.13,0.12,93.6,2.54,0.87,264.47,35.71,54955,36.14,84.44, 
2.07,2.15,0.14,0.13,0.12,92.79,1.57,1.12,264.66,34.05,55154.07,36.16,84.6, 
2.02,2.1,0.13,0.13,0.12,92.71,1.24,1.02,264.33,33.45,54965.48,36.19,84.77, 
1.98,2.06,0.13,0.13,0.12,90.83,1.05,1.07,264.28,32.96,54857.38,36.21,84.93, 
1.83,1.91,0.12,0.12,0.12,93.02,-0.15,1.53,264.02,35.89,54934.46,36.24,85.1, 
1.8,1.87,0.12,0.12,0.12,92.46,-1.49,1.68,263.63,38.65,54840.54,36.26,85.26, 
1.79,1.86,0.12,0.12,0.12,91.45,-1.81,2.02,263.23,39.59,54731.56,36.29,85.43, 
1.81,1.88,0.12,0.11,0.12,91.02,-1.38,2.27,262.92,38.84,54437.56,36.31,85.6, 
1.87,1.94,0.12,0.11,0.12,88.8,-0.62,2.25,262.45,39.56,54210.75,36.34,85.76, 
1.86,1.93,0.12,0.11,0.12,87.56,0.8,2.5,262.51,37.32,54269.07,36.36,85.93, 
1.85,1.92,0.11,0.11,0.12,86.69,0.96,1.3,263.29,39.43,54660.48,36.39,86.09, 
1.75,1.81,0.11,0.11,0.12,85.72,-0.09,2.4,263.75,31.95,55307.48,36.41,86.26, 
1.68,1.75,0.11,0.1,0.12,86.29,-0.3,2.13,264.64,31.49,55411.42,36.43,86.43, 
1.64,1.7,0.11,0.1,0.12,86.72,0.13,2.08,264.74,29.69,55048.93,36.46,86.59, 
1.64,1.7,0.11,0.09,0.12,86.89,0.38,1.74,264.74,28.4,54668.65,36.48,86.76, 
1.81,1.87,0.12,0.09,0.12,86.02,0.36,1.63,264.44,27.13,54165.1,36.5,86.93, 
1.89,1.96,0.12,0.09,0.12,87.09,0.12,1.59,264.79,24.4,54180.46,36.53,87.09, 
1.93,2,0.13,0.09,0.12,87.73,0.01,1.35,264.07,24.35,53611.03,36.55,87.26, 
1.97,2.03,0.13,0.09,0.12,87.9,0.7,0.91,262.68,25.97,52672.38,36.57,87.42, 
1.88,1.94,0.12,0.09,0.12,84.9,0.37,0.8,263.95,24.07,53833.91,36.59,87.59, 
1.86,1.93,0.12,0.09,0.12,82.67,-0.56,1.53,265.49,24.29,55463.09,36.62,87.76, 
1.88,1.95,0.12,0.09,0.12,82.46,-0.98,1.91,265.9,24.9,55768.02,36.64,87.93, 
1.88,1.95,0.12,0.09,0.12,81.97,-1.24,1.96,266.1,25.22,55733.03,36.66,88.09, 
1.88,1.95,0.13,0.09,0.12,81.58,-0.76,1.52,266.15,24.73,55774.96,36.68,88.26, 
1.89,1.96,0.13,0.09,0.12,80.21,-0.95,1.45,266.29,24.99,55929.91,36.7,88.43, 
1.96,2.03,0.13,0.09,0.12,79.49,-1.54,2.12,266.87,25.42,56713.67,36.72,88.59, 
2.03,2.1,0.13,0.09,0.12,79.62,-1.6,1.62,267.49,24.96,57303.52,36.74,88.76, 
2.14,2.21,0.14,0.09,0.12,79.9,-2,1.19,267.19,26.38,57006.5,36.77,88.93, 
2.22,2.3,0.14,0.09,0.12,79.85,-2.19,1.52,267.02,28.66,56787.18,36.79,89.1, 
2.26,2.33,0.14,0.1,0.12,80.44,-1.87,2.45,267.57,29.65,57418.87,36.81,89.26, 
2.28,2.36,0.14,0.1,0.12,77.92,-1,2.51,269.09,25.55,58925.26,36.83,89.43, 
2.33,2.4,0.14,0.1,0.12,79.04,-0.82,2.26,270.18,24.18,59939.18,36.85,89.6, 
2.34,2.41,0.15,0.1,0.12,80.69,-1.35,2.36,270.49,23.99,60173.81,36.86,89.77, 
2.37,2.44,0.15,0.1,0.12,81.35,-1.29,2.56,270.8,23.61,60430.53,36.88,89.94, 
2.45,2.53,0.16,0.11,0.12,82.39,-0.89,2.46,271.27,22.56,60996.59,36.9,90.1, 
2.57,2.65,0.16,0.11,0.12,84.6,-0.89,2.46,271.41,21.41,61237.76,36.92,90.27, 
2.78,2.86,0.17,0.11,0.12,87.33,-1.79,2.09,270.34,20.88,60295.53,36.94,90.44, 
2.97,3.05,0.17,0.1,0.12,87.36,-2.64,1.71,269.9,20.87,60092.55,36.96,90.61, 
3.1,3.18,0.18,0.1,0.13,85.91,-3.18,1.56,270.41,20.74,60942.41,36.98,90.78, 
3.41,3.49,0.18,0.1,0.13,85.62,-3.38,1.52,269.81,21.69,60598.43,37,90.94, 
3.86,3.95,0.19,0.1,0.13,86.28,-2.6,1.47,267.82,24.43,58957.47,37.01,91.11, 
4.23,4.32,0.2,0.1,0.13,84.65,-1.59,1.53,266.16,27.52,57638.41,37.03,91.28, 
4.79,4.89,0.21,0.1,0.13,84.58,-1.13,1.96,266.62,27.66,58280.09,37.05,91.45, 
5.49,5.59,0.23,0.11,0.13,85.07,-1.21,1.98,268.65,25.11,60288.74,37.06,91.62, 
5.99,6.09,0.24,0.11,0.13,83.96,-1.65,2.09,270.96,22.42,62533.33,37.08,91.79, 
6.51,6.61,0.25,0.11,0.13,83.49,-2.08,2.15,273.28,20.06,64940.54,37.1,91.96, 
6.91,7.01,0.26,0.11,0.13,83.46,-2.26,1.85,275.23,18.52,67170.78,37.11,92.12, 
7.26,7.37,0.27,0.12,0.13,83.78,-2.05,1.3,276.84,17.46,69168.23,37.13,92.29, 
7.48,7.6,0.29,0.16,0.13,83.91,-1.61,0.59,278.02,16.91,70764.48,37.15,92.46, 
7.75,7.87,0.31,0.22,0.13,83.16,-1.41,-0.05,278.61,17.1,71707.13,37.16,92.63, 
8.85,8.99,0.34,0.21,0.13,81.69,-1.18,-0.64,278.52,18.06,72175.16,37.18,92.8, 
10.52,10.66,0.36,0.19,0.13,81.85,-1.24,-0.99,278.61,18.64,72427.23,37.19,92.97, 
6.93,7.07,0.37,0.16,0.13,80.13,-1.21,-1.22,278.53,19.1,72621.38,37.21,93.14, 
7.24,7.38,0.38,0.15,0.13,80.87,-0.71,-1.55,278.63,19.04,72878.89,37.22,93.31, 
7.56,7.69,0.38,0.15,0.13,79.24,-0.54,-1.83,278.85,19.06,73185.81,37.24,93.48, 
7.77,7.9,0.39,0.15,0.13,80.23,-0.14,-1.96,278.86,19.26,73407.7,37.25,93.65, 
7.6,7.73,0.39,0.15,0.13,80.53,0.34,-2.04,278.95,19.21,73545.23,37.27,93.82, 
7.04,7.17,0.39,0.14,0.13,81.42,0.62,-2,278.99,19,73618.02,37.28,93.99, 
6.47,6.6,0.39,0.16,0.13,82.44,0.8,-1.84,278.98,18.53,73575.46,37.3,94.16, 
5.9,6.02,0.38,0.18,0.13,83.18,0.72,-1.81,278.99,17.99,73518.49,37.31,94.33, 
5.36,5.49,0.37,0.2,0.13,83.59,0.39,-1.74,279.09,17.32,73531.39,37.32,94.49, 
4.93,5.06,0.37,0.21,0.13,83.94,0.15,-1.68,279.32,16.3,73348.27,37.34,94.66, 
4.64,4.77,0.37,0.23,0.13,83.64,0.25,-2,279.21,15.59,72630.73,37.35,94.83, 
4.45,4.58,0.38,0.26,0.13,83.14,0.4,-2.5,278.59,15.65,71618.8,37.36,95, 
4.24,4.38,0.41,0.34,0.14,81.85,0.47,-2.6,277.55,16.66,70549.18,37.38,95.17, 
4.08,4.23,0.44,0.43,0.14,80.9,0.48,-2.45,276.36,17.86,69566.76,37.39,95.34, 
3.97,4.12,0.47,0.41,0.14,80.01,0.43,-2.19,275.81,18.9,69079.52,37.4,95.51, 
3.82,3.97,0.5,0.34,0.14,78.83,0.4,-2.08,275.53,19.87,68769.95,37.41,95.68, 
3.71,3.85,0.55,0.31,0.14,77.89,0.51,-1.88,274.88,21.16,68071.34,37.42,95.85, 
3.65,3.79,0.59,0.29,0.14,76.59,0.78,-1.48,273.85,22.47,66884.73,37.43,96.02, 
3.72,3.86,0.66,0.29,0.14,76.46,1.28,-1.29,272.53,24.39,65541.19,37.45,96.19, 
3.83,3.98,0.72,0.29,0.14,76.66,1.9,-1.6,272.19,25.5,65174.14,37.46,96.36, 
4.01,4.17,0.79,0.33,0.14,77.11,2.2,-2.07,273.54,24.42,66391.08,37.47,96.54, 
4.34,4.53,1.01,0.41,0.14,76.98,1.67,-1.97,275.5,22.74,68242.48,37.48,96.71, 
4.43,4.63,1.16,0.48,0.14,77.09,0.86,-1.18,275.68,22.6,68288.24,37.49,96.88, 
4.43,4.68,1.5,0.7,0.14,76.17,1.05,-0.8,272.34,27.11,64824.61,37.5,97.05, 
4.55,4.87,2.24,1.2,0.14,74.48,1.19,-0.69,269.16,35.24,61932.53,37.51,97.22, 
4.65,4.97,2.23,1.22,0.14,74.33,0.66,0.09,269.39,38.5,62548.66,37.52,97.39, 
4.9,5.13,1.22,0.63,0.14,75.53,-0.01,0.93,270.7,37.15,63841.04,37.53,97.56, 
5.01,5.22,0.97,0.48,0.14,76.09,-0.74,0.98,270.4,38.15,63521.87,37.54,97.73, 
4.65,4.86,0.9,0.42,0.14,75.55,-0.44,0.7,267.66,46.17,61177.8,37.55,97.9, 
4.59,4.81,0.87,0.41,0.14,75.77,0.87,0.9,265.82,54.76,59860.17,37.56,98.07, 
4.63,4.86,0.87,0.42,0.14,77.03,1.76,0.93,266.97,53.69,61035.14,37.57,98.24, 
4.7,4.95,0.86,0.46,0.14,76.6,1.74,0.91,268.65,51.05,62663.42,37.57,98.41, 
4.82,5.08,0.86,0.52,0.14,76.55,1.04,1.08,270.25,48.47,64281.88,37.58,98.58, 
4.71,4.98,0.86,0.49,0.14,77.3,0.1,1.42,269.62,51.3,63812.13,37.59,98.75, 
4.71,5,0.88,0.49,0.14,78.4,-0.19,0.95,267.66,59.36,62210.7,37.6,98.92, 
4.78,5.11,0.93,0.53,0.14,82.24,0.08,0.33,267.41,62.8,62300.48,37.61,99.09, 
4.54,4.82,0.88,0.35,0.14,83.89,0,-0.07,267.92,62.65,63018.57,37.61,99.26, 
4.57,4.84,0.9,0.34,0.14,83.67,-0.43,0,268.03,62.38,63101.83,37.62,99.44, 
4.63,4.9,0.91,0.35,0.14,84.58,-0.31,-0.08,266.85,65.91,61971.97,37.63,99.61, 
4.73,5.01,0.95,0.37,0.14,84.76,0,-0.47,266.66,69.02,62003.89,37.63,99.78, 
4.97,5.26,1,0.41,0.15,84.37,-0.16,-0.64,267.96,68.38,63520.08,37.64,99.95, 
5.31,5.62,1.07,0.49,0.15,82.92,-0.4,-0.55,268.27,69.83,63989.93,37.65,100.12, 
5.69,6.03,1.14,0.63,0.15,82.62,-0.33,-0.49,268.14,72.12,64006.51,37.65,100.29, 
6.19,6.54,1.21,0.72,0.15,82.26,-0.24,-0.12,268.54,72.64,64506.62,37.66,100.46, 
6.6,6.96,1.27,0.78,0.15,81.73,-0.12,0.33,269.29,71.49,65409.37,37.66,100.63, 
7.23,7.62,1.34,0.85,0.15,81.09,-0.13,0.15,269.18,69.67,65287.2,37.67,100.8, 
8.14,8.57,1.49,0.99,0.15,81.14,-0.79,-0.06,268.95,72.23,65478.9,37.68,100.97, 
9.7,11.05,1.94,1.3,0.19,78.94,-1.38,0.64,270.4,67.56,67273.45,37.68,101.15, 
10.97,13.77,2.38,1.67,0.23,79.34,-1.3,0.83,268.73,72.3,65588.23,37.69,101.32, 
11.54,17.46,3.16,2.32,0.29,76.63,-0.27,0.86,265.18,86.23,62305.87,37.69,101.49, 
10.63,19.02,3.82,2.89,0.33,75.95,0.49,0.98,266.36,84.66,63782.02,37.69,101.66, 
12.19,20.91,3.55,2.92,0.33,75.23,0.4,1.26,269.3,75.03,66939.1,37.7,101.83, 
12.35,19.86,3.03,2.48,0.3,73.18,-0.12,1.11,269.87,73.75,67594.84,37.7,102, 
14.93,21,3.12,2.44,0.28,71.45,-1.16,0.75,269.86,74.97,68110.65,37.71,102.17, 
19.63,25.02,3.48,2.64,0.27,68.72,-1.32,0.85,272.13,66.8,71352.82,37.71,102.34, 
28.84,34.32,4.82,3.77,0.32,60.28,-0.52,0.15,276.03,50.64,76578.66,37.71,102.52, 
36.07,41.55,5.94,4.81,0.34,56.18,0.13,-0.74,279.35,40.29,81198.54,37.72,102.69, 
38.32,43.04,6.09,5,0.31,54.33,-0.17,-0.22,281.17,36.14,83548.15,37.72,102.86, 
36.43,39.46,5.13,3.93,0.24,54.02,-1.83,0.53,281.6,33.45,83915.02,37.72,103.03, 
34.55,36.44,4.78,3.26,0.21,53.34,-3.77,1.24,281.24,30.75,83451.44,37.72,103.2, 
33.44,34.74,4.97,3.11,0.19,52.61,-4.98,1.25,280.65,29.21,83111.16,37.73,103.37, 
32.97,34.01,5.47,3.26,0.19,52.21,-5.35,1.38,280.43,27.99,83473.05,37.73,103.54, 
33.25,34.09,6.06,3.45,0.18,52.23,-5.16,1.55,280.56,26.55,84230.2,37.73,103.71, 
34.04,34.86,6.79,3.77,0.18,52.78,-5.08,1.14,280.55,25.32,84654.52,37.73,103.89, 
34.71,35.79,7.48,4.23,0.18,51.98,-5.5,0.35,280.13,24.79,84442.39,37.73,104.06, 
35.46,37.22,8.4,5.1,0.18,51.89,-5.61,-0.02,279.46,24.8,84136.68,37.73,104.23, 
35.48,38.41,9.56,6.4,0.19,51.88,-5.14,-0.32,279.41,24.18,84476.77,37.73,104.4, 
35.84,40.73,11.1,8.1,0.21,51.83,-4.72,-0.6,279.89,22.97,85330.73,37.73,104.57, 
35.93,44.95,13.3,10.11,0.22,51.9,-4.48,-0.93,280.29,22.05,85963.71,37.74,104.74, 
36.12,53.71,16.7,13.11,0.25,51.63,-4.33,-1.39,280.6,21.57,86364.75,37.74,104.91, 
36.34,71.64,22.5,18.01,0.31,51,-4.32,-1.62,280.79,21.54,86547.55,37.74,105.09, 
35.02,88.05,24.73,22.04,0.37,51.33,-4.78,-1.63,280.64,21.24,86452.68,37.74,105.26, 
34.84,107.73,27.2,26.11,0.44,52.69,-5.38,-2.38,280.04,20.74,86064.71,37.73,105.43, 
35.62,129.52,29.53,29.72,0.51,55.19,-5.14,-3.54,279.67,20.61,86052.01,37.73,105.6, 
36.12,148.42,29.11,30.17,0.57,58.84,-4.15,-4.44,280.72,19.2,87538.2,37.73,105.77, 
35.22,153.16,27.35,27.31,0.59,62.45,-3.44,-4.64,281.53,18.56,88452.74,37.73,105.94, 
32.65,143.76,24.35,21.84,0.56,64.69,-2.92,-4.4,281.18,18.85,88065.45,37.73,106.11, 
26.79,95.54,15.26,15.32,0.4,65.22,-2.51,-4.21,281.29,18.57,88168.91,37.73,106.29, 
24.24,73.41,11.48,11.33,0.34,64.75,-2.35,-4.18,280.79,19.29,87596.59,37.73,106.46, 
22.1,53.53,8.34,7.51,0.29,64.34,-2.44,-4.2,280.02,20.08,86635.02,37.73,106.63, 
21.5,46.3,8.09,5.16,0.26,65.24,-2.41,-4.27,279.85,20.28,86464.81,37.72,106.8, 
22.05,39.01,5.6,3.7,0.23,63.23,-2.05,-4.41,279.12,21.33,85823.95,37.72,106.97, 
24.43,33.64,2.82,2.54,0.21,63.07,-2.12,-4.25,278.54,22.47,85205.72,37.72,107.14, 
30.51,38.31,3.27,2.77,0.21,62.79,-2.23,-4.58,278.75,22.63,85893.62,37.72,107.31, 
34.01,40.41,4.81,3.33,0.21,62.01,-1.64,-4.95,279.17,22.13,86783.84,37.71,107.48, 
32.87,37.49,5.86,3.56,0.21,61.35,-1.34,-4.99,279.17,22.41,87005.35,37.71,107.66, 
31.44,33.44,3.07,2.11,0.19,62.82,-1.07,-5.06,278.93,22.64,86840.08,37.71,107.83, 
32.49,33.91,2.93,1.97,0.19,62.82,-0.75,-5.09,278.68,24.01,86731.19,37.7,108, 
33.17,34.35,3.14,2.02,0.18,62.78,-0.72,-5.15,278.7,24.08,86927.28,37.7,108.17, 
34.04,34.83,3.78,2.19,0.18,62.9,-0.78,-5.12,278.8,24.09,87164.22,37.69,108.34, 
31.97,32.82,4.34,2.52,0.19,61.67,-0.78,-5.64,278.55,24.88,87248.71,37.69,108.51, 
29.16,30.21,7.01,3.71,0.19,60.88,-0.06,-6.3,278.15,25.63,86986.8,37.69,108.68, 
29.76,31.02,9.68,4.81,0.2,60.05,0.58,-6.76,278.02,26.34,86952.7,37.68,108.85, 
26.73,27.61,5.9,3.22,0.19,61.85,0.72,-7.06,278.29,26.23,87395.24,37.68,109.03, 
25.26,25.9,3.83,2.39,0.19,62.21,1.08,-7.89,278.21,26.66,87495.78,37.67,109.2, 
24.64,25.26,3.91,2.49,0.19,61.81,1.41,-8.35,278.36,26.9,87729.03,37.66,109.37, 
25.15,25.87,4.9,3.2,0.19,60.79,1.3,-8.38,279.1,26.9,88632.39,37.66,109.54, 
25.78,26.67,6.19,4.1,0.2,59.75,1.29,-8.21,279.73,26.76,89376.62,37.65,109.71, 
26.13,27.21,7.69,5.23,0.2,58.95,1.32,-7.79,280.2,26.63,89796.47,37.65,109.88, 
26.46,27.78,9.92,7.17,0.21,56.77,1.11,-7.45,280.89,26.41,90667.31,37.64,110.05, 
26.15,27.52,11.27,7.81,0.22,56.08,0.89,-7.38,281.01,27.38,90970.33,37.63,110.22, 
24.66,27.12,11.45,7.56,0.22,56.77,1.11,-7.69,279.88,29.46,89644.17,37.63,110.39, 
24.09,27.54,10.67,7.01,0.25,57.95,1.7,-7.42,280.12,30.26,89979.48,37.62,110.56, 
24.54,29.67,10.85,7.06,0.28,58.28,1.92,-6.64,281.85,29.3,92101.91,37.61,110.74, 
23.64,32.39,11.16,7.49,0.34,58.06,1.8,-6.76,281.23,31.2,91286.33,37.61,110.91, 
25.28,40.26,15.4,9.81,0.48,57.72,2.77,-7.19,279.23,35.01,88782.7,37.6,111.08, 
22.05,36.65,11.99,8.09,0.45,60.73,3.97,-6.92,278.5,36.75,87530.84,37.59,111.25, 
21.73,36.12,10.05,7.04,0.43,63.14,3.67,-5.9,277.51,38.34,85347.3,37.58,111.42, 
18.85,33.57,9.18,6.66,0.44,64.17,3.66,-5.73,276.17,39.45,83071.69,37.57,111.59, 
18.2,35.52,8.95,7.06,0.49,63.56,4.41,-7.32,277.47,36.56,84505.68,37.57,111.76, 
18.35,40.43,9.66,8.1,0.61,62.26,4.53,-7.54,280.16,32.91,87873.61,37.56,111.93, 
21.02,57.39,13.49,11.88,0.97,57.96,3.64,-6.84,282.23,30.47,90403.02,37.55,112.1, 
